step,query_id,query,y_true_helpful,y_pred_helpful,helpful_probability,prediction_error,prequential_accuracy,prequential_f1,adaptive_alpha,drift_detected
15,S15,A Appendix A.1 Instructions A.1.1 Web Search Please write a passage to answer the question Question:,1,1,0.6000499356163297,0,0.8666666666666667,0.9285714285714286,0.6525555430983616,0
16,S16,Improving language models by retrieving from trillions of tokens Algorithm 1: Overview of Retro mode,1,1,0.540305946270751,0,0.875,0.9333333333333333,0.6649239961413382,0
17,S17,function S(.) rather than exploiting the last-token representation for relevance scoring. score(.) i,1,1,0.5130849449446314,0,0.8823529411764706,0.9375,0.6870221524222649,0
18,S18,January 2025 Figure 3. Overall Performance in Mitigating Hallucinations on HaluBenchsmall 4.3. Resul,1,1,0.5335057099031739,0,0.8888888888888888,0.9411764705882353,0.692747725179481,0
19,S19,173 176 173 172 ArguAna 176 179 173 182 BioASQ 206 228 244 234 Climate-Fever 57 60 62 62 DBPedia-ent,1,1,0.5567596229546399,0,0.8947368421052632,0.9444444444444444,0.7036878560013066,0
20,S20,Published in Transactions on Machine Learning Research (08/2022) Table 1: Unsupervised recall@k on t,1,1,0.5546796710846501,0,0.9,0.9473684210526316,0.7222408286731442,0
21,S21,Technical Report Table 8: Statistical information of the datasets utilized in this paper. Dataset Na,1,1,0.571254342676367,0,0.9047619047619048,0.9500000000000001,0.7335010568193423,0
22,S22,Traditional RAG Retrieval Ranker Reader LongRAG Long Retrieval Long Reader Figure 1: Traditional RAG,1,1,0.5832153617690414,0,0.9090909090909091,0.9523809523809523,0.7409597448379668,0
23,S23,"design its usage. Generally speaking, the contributions of this paper are1: • We proposed to evaluat",1,1,0.5710891854921284,0,0.9130434782608695,0.9545454545454545,0.7463236215603166,0
24,S24,"Improving language models by retrieving from trillions of tokens Sampling. When sampling, at the end",1,1,0.5799181983073032,0,0.9166666666666666,0.9565217391304348,0.7693206848151873,0
25,S25,Training Retriever Top-20 Top-100 NQ TriviaQA WQ TREC SQuAD NQ TriviaQA WQ TREC SQuAD None BM25 59.1,1,1,0.6029696099000259,0,0.92,0.9583333333333334,0.7762475560333426,0
26,S26,"deviation at the beginning, and then drop. In particular, the QPS of NSSG increases as the standard ",1,1,0.5874253927911577,0,0.9230769230769231,0.9600000000000001,0.7867204484656901,0
27,S27,"within the framework of multi-stage ranking, we characterize the latency vs. effectiveness tradeoff ",1,1,0.6025700984095717,0,0.9259259259259259,0.9615384615384615,0.7968706452970631,0
28,S28,"As an intelligent assistant, your primary objective is to answer questions based on information with",1,1,0.6131475195651155,0,0.9285714285714286,0.962962962962963,0.8061313223299296,0
29,S29,Improving language models by retrieving from trillions of tokens Table 6 | Sample - Beavers are inte,1,1,0.6025686221303244,0,0.9310344827586207,0.9642857142857143,0.8287228270744388,0
30,S30,"and query difficulty. Below, we summarize our main contributions. (1) More systematic definition of ",1,1,0.625016492076975,0,0.9333333333333333,0.9655172413793104,0.8384999365620716,0
31,S31,ARES Ranking of Pseudo RAG Systems NQ HotpotQA WoW FEVER MultiRC ReCoRD C.R A.R. C.R A.R. C.R A.R. C,1,1,0.6254050132829215,0,0.9354838709677419,0.9666666666666666,0.8519979471125607,0
32,S32,Published as a conference paper at ICLR 2026 Figure 3: The overall framework of GraphRAG-Bench. It c,1,1,0.6272272327072341,0,0.9375,0.967741935483871,0.8722053151706126,0
33,S33,Table 5: Case Study: Comparison Between LightRAG and the Baseline NaiveRAG. Query How do indigenous ,1,1,0.6438118857409264,0,0.9393939393939394,0.96875,0.883197680251503,0
34,S34,"and metadata- based approaches, which can be defined as follows: αi = a·scorekey(q, Fj)+(1−α)·maxθj∈",1,1,0.6390799352928546,0,0.9411764705882353,0.9696969696969697,0.8859741119145305,0
35,S35,A Appendix A.1 Instructions A.1.1 Web Search Please write a passage to answer the question Question:,1,1,0.6619919468358866,0,0.9428571428571428,0.9705882352941176,0.8747963717715057,0
36,S36,Improving language models by retrieving from trillions of tokens Algorithm 1: Overview of Retro mode,1,1,0.6275421359090345,0,0.9444444444444444,0.9714285714285714,0.8871648248144823,0
37,S37,function S(.) rather than exploiting the last-token representation for relevance scoring. score(.) i,1,1,0.6017268144917316,0,0.9459459459459459,0.9722222222222222,0.909262981095409,0
38,S38,January 2025 Figure 3. Overall Performance in Mitigating Hallucinations on HaluBenchsmall 4.3. Resul,1,1,0.6308080000779139,0,0.9473684210526315,0.972972972972973,0.9149885538526251,0
39,S39,173 176 173 172 ArguAna 176 179 173 182 BioASQ 206 228 244 234 Climate-Fever 57 60 62 62 DBPedia-ent,1,1,0.6419812540100338,0,0.9487179487179487,0.9736842105263158,0.9259286846744507,0
40,S40,Published in Transactions on Machine Learning Research (08/2022) Table 1: Unsupervised recall@k on t,1,1,0.6319624277638846,0,0.95,0.9743589743589743,0.9444816573462883,0
41,S41,Technical Report Table 8: Statistical information of the datasets utilized in this paper. Dataset Na,1,1,0.6458401016013783,0,0.9512195121951219,0.975,0.95,0
42,S42,Traditional RAG Retrieval Ranker Reader LongRAG Long Retrieval Long Reader Figure 1: Traditional RAG,1,1,0.6492806000235131,0,0.9523809523809523,0.975609756097561,0.95,0
43,S43,"design its usage. Generally speaking, the contributions of this paper are1: • We proposed to evaluat",1,1,0.6403775219984884,0,0.9534883720930233,0.9761904761904763,0.95,0
44,S44,"Improving language models by retrieving from trillions of tokens Sampling. When sampling, at the end",1,1,0.6419811766524998,0,0.9545454545454546,0.9767441860465117,0.95,0
45,S45,Training Retriever Top-20 Top-100 NQ TriviaQA WQ TREC SQuAD NQ TriviaQA WQ TREC SQuAD None BM25 59.1,1,1,0.6524862229401556,0,0.9555555555555556,0.9772727272727273,0.95,0
46,S46,"deviation at the beginning, and then drop. In particular, the QPS of NSSG increases as the standard ",1,1,0.6347996945440121,0,0.9565217391304348,0.9777777777777777,0.95,0
47,S47,"within the framework of multi-stage ranking, we characterize the latency vs. effectiveness tradeoff ",1,1,0.6440794681161701,0,0.9574468085106383,0.9782608695652174,0.95,0
48,S48,"As an intelligent assistant, your primary objective is to answer questions based on information with",1,1,0.6527242730659366,0,0.9583333333333334,0.9787234042553191,0.95,0
49,S49,Improving language models by retrieving from trillions of tokens Table 6 | Sample - Beavers are inte,1,1,0.6384374028122508,0,0.9591836734693877,0.9791666666666666,0.95,0
50,S50,"and query difficulty. Below, we summarize our main contributions. (1) More systematic definition of ",1,1,0.651676010075739,0,0.96,0.9795918367346939,0.95,0
51,S51,ARES Ranking of Pseudo RAG Systems NQ HotpotQA WoW FEVER MultiRC ReCoRD C.R A.R. C.R A.R. C.R A.R. C,0,1,0.6474392897892876,1,0.9411764705882353,0.9696969696969697,0.9365019894495108,0
52,S52,Published as a conference paper at ICLR 2026 Figure 3: The overall framework of GraphRAG-Bench. It c,0,1,0.6263179663168231,1,0.9230769230769231,0.96,0.9162946213914589,0
53,S53,Table 5: Case Study: Comparison Between LightRAG and the Baseline NaiveRAG. Query How do indigenous ,0,1,0.5980381934121526,1,0.9056603773584906,0.9504950495049505,0.9053022563105685,0
54,S54,"and metadata- based approaches, which can be defined as follows: αi = a·scorekey(q, Fj)+(1−α)·maxθj∈",0,1,0.6360719720501996,1,0.8888888888888888,0.9411764705882353,0.902525824647541,0
55,S55,A Appendix A.1 Instructions A.1.1 Web Search Please write a passage to answer the question Question:,0,1,0.5836852361484008,1,0.8727272727272727,0.9320388349514563,0.9137035647905658,0
56,S56,Improving language models by retrieving from trillions of tokens Algorithm 1: Overview of Retro mode,0,1,0.6169944589142279,1,0.8571428571428571,0.923076923076923,0.9013351117475892,0
57,S57,function S(.) rather than exploiting the last-token representation for relevance scoring. score(.) i,0,1,0.6209323620848387,1,0.8421052631578947,0.9142857142857144,0.8792369554666625,0
58,S58,January 2025 Figure 3. Overall Performance in Mitigating Hallucinations on HaluBenchsmall 4.3. Resul,0,1,0.6436499146256569,1,0.8275862068965517,0.9056603773584904,0.8735113827094464,0
59,S59,173 176 173 172 ArguAna 176 179 173 182 BioASQ 206 228 244 234 Climate-Fever 57 60 62 62 DBPedia-ent,0,1,0.6164809149653536,1,0.8135593220338984,0.8971962616822429,0.8625712518876208,0
60,S60,Published in Transactions on Machine Learning Research (08/2022) Table 1: Unsupervised recall@k on t,0,1,0.5817402538021438,1,0.8,0.888888888888889,0.8440182792157832,0
61,S61,Technical Report Table 8: Statistical information of the datasets utilized in this paper. Dataset Na,0,1,0.5596807521622539,1,0.7868852459016393,0.8807339449541285,0.8327580510695851,0
62,S62,Traditional RAG Retrieval Ranker Reader LongRAG Long Retrieval Long Reader Figure 1: Traditional RAG,0,1,0.5682751819280719,1,0.7741935483870968,0.8727272727272728,0.8252993630509606,0
63,S63,"design its usage. Generally speaking, the contributions of this paper are1: • We proposed to evaluat",0,1,0.5497452746530915,1,0.7619047619047619,0.8648648648648649,0.8199354863286108,0
64,S64,"Improving language models by retrieving from trillions of tokens Sampling. When sampling, at the end",0,1,0.571523961566838,1,0.75,0.8571428571428571,0.6369706799094347,1
65,S65,Training Retriever Top-20 Top-100 NQ TriviaQA WQ TREC SQuAD NQ TriviaQA WQ TREC SQuAD None BM25 59.1,0,0,0.49875000260416025,0,0.7538461538461538,0.8571428571428571,0.6300438086912794,0
66,S66,"deviation at the beginning, and then drop. In particular, the QPS of NSSG increases as the standard ",0,0,0.47984187994970345,0,0.7575757575757576,0.8571428571428571,0.6195709162589319,0
67,S67,"within the framework of multi-stage ranking, we characterize the latency vs. effectiveness tradeoff ",0,0,0.49387170288130444,0,0.7611940298507462,0.8571428571428571,0.6094207194275589,0
68,S68,"As an intelligent assistant, your primary objective is to answer questions based on information with",0,0,0.49051168732769834,0,0.7647058823529411,0.8571428571428571,0.6001600423946925,0
69,S69,Improving language models by retrieving from trillions of tokens Table 6 | Sample - Beavers are inte,0,1,0.5122802793283119,1,0.7536231884057971,0.8495575221238937,0.5775685376501832,0
70,S70,"and query difficulty. Below, we summarize our main contributions. (1) More systematic definition of ",0,0,0.4851157925221554,0,0.7571428571428571,0.8495575221238937,0.5677914281625505,0
71,S71,ARES Ranking of Pseudo RAG Systems NQ HotpotQA WoW FEVER MultiRC ReCoRD C.R A.R. C.R A.R. C.R A.R. C,0,0,0.4951569891447845,0,0.7605633802816901,0.8495575221238937,0.5542934176120613,0
72,S72,Published as a conference paper at ICLR 2026 Figure 3: The overall framework of GraphRAG-Bench. It c,0,1,0.5017626170996174,1,0.75,0.8421052631578947,0.5340860495540094,0
73,S73,Table 5: Case Study: Comparison Between LightRAG and the Baseline NaiveRAG. Query How do indigenous ,0,0,0.4961936630012035,0,0.7534246575342466,0.8421052631578947,0.523093684473119,0
74,S74,"and metadata- based approaches, which can be defined as follows: αi = a·scorekey(q, Fj)+(1−α)·maxθj∈",0,0,0.4597979306996197,0,0.7567567567567568,0.8421052631578947,0.5203172528100916,0
75,S75,A Appendix A.1 Instructions A.1.1 Web Search Please write a passage to answer the question Question:,0,0,0.3959034754495933,0,0.76,0.8421052631578947,0.5314949929531163,0
76,S76,Improving language models by retrieving from trillions of tokens Algorithm 1: Overview of Retro mode,0,1,0.5029698117303533,1,0.75,0.8347826086956522,0.5191265399101397,0
77,S77,function S(.) rather than exploiting the last-token representation for relevance scoring. score(.) i,0,1,0.5124079896156941,1,0.7402597402597403,0.8275862068965517,0.497028383629213,0
78,S78,January 2025 Figure 3. Overall Performance in Mitigating Hallucinations on HaluBenchsmall 4.3. Resul,0,0,0.4572379702218395,0,0.7435897435897436,0.8275862068965517,0.4913028108719969,0
79,S79,173 176 173 172 ArguAna 176 179 173 182 BioASQ 206 228 244 234 Climate-Fever 57 60 62 62 DBPedia-ent,0,0,0.44076803720426494,0,0.7468354430379747,0.8275862068965517,0.48036268005017135,0
80,S80,Published in Transactions on Machine Learning Research (08/2022) Table 1: Unsupervised recall@k on t,0,0,0.46828659747895696,0,0.75,0.8275862068965517,0.46180970737833377,0
81,S81,Technical Report Table 8: Statistical information of the datasets utilized in this paper. Dataset Na,0,0,0.4247246414361787,0,0.7530864197530864,0.8275862068965517,0.4505494792321357,0
82,S82,Traditional RAG Retrieval Ranker Reader LongRAG Long Retrieval Long Reader Figure 1: Traditional RAG,0,0,0.4991528269910304,0,0.7560975609756098,0.8275862068965517,0.44309079121351114,0
83,S83,"design its usage. Generally speaking, the contributions of this paper are1: • We proposed to evaluat",0,0,0.3925314074672736,0,0.7590361445783133,0.8275862068965517,0.43772691449116125,0
84,S84,"Improving language models by retrieving from trillions of tokens Sampling. When sampling, at the end",0,1,0.5034716032261036,1,0.75,0.8205128205128206,0.4147298512362905,0
85,S85,Training Retriever Top-20 Top-100 NQ TriviaQA WQ TREC SQuAD NQ TriviaQA WQ TREC SQuAD None BM25 59.1,0,0,0.44843024116955693,0,0.7529411764705882,0.8205128205128206,0.4078029800181352,0
86,S86,"deviation at the beginning, and then drop. In particular, the QPS of NSSG increases as the standard ",0,0,0.43020616149202007,0,0.7558139534883721,0.8205128205128206,0.3973300875857877,0
87,S87,"within the framework of multi-stage ranking, we characterize the latency vs. effectiveness tradeoff ",0,0,0.44393339188968484,0,0.7586206896551724,0.8205128205128206,0.38717989075441467,0
88,S88,"As an intelligent assistant, your primary objective is to answer questions based on information with",0,0,0.4219410497620045,0,0.7613636363636364,0.8205128205128206,0.37791921372154813,0
89,S89,Improving language models by retrieving from trillions of tokens Table 6 | Sample - Beavers are inte,0,0,0.4536254698321093,0,0.7640449438202247,0.8205128205128206,0.35532770897703886,0
90,S90,"and query difficulty. Below, we summarize our main contributions. (1) More systematic definition of ",0,0,0.40988159924799267,0,0.7666666666666667,0.8205128205128206,0.3455505994894061,0
91,S91,ARES Ranking of Pseudo RAG Systems NQ HotpotQA WoW FEVER MultiRC ReCoRD C.R A.R. C.R A.R. C.R A.R. C,0,0,0.4315548807254758,0,0.7692307692307693,0.8205128205128206,0.332052588938917,0
92,S92,Published as a conference paper at ICLR 2026 Figure 3: The overall framework of GraphRAG-Bench. It c,0,0,0.4426776611015141,0,0.7717391304347826,0.8205128205128206,0.311845220880865,0
93,S93,Table 5: Case Study: Comparison Between LightRAG and the Baseline NaiveRAG. Query How do indigenous ,0,0,0.43191846646002574,0,0.7741935483870968,0.8205128205128206,0.30085285579997467,0
94,S94,"and metadata- based approaches, which can be defined as follows: αi = a·scorekey(q, Fj)+(1−α)·maxθj∈",0,0,0.38624900412045915,0,0.776595744680851,0.8205128205128206,0.2980764241369472,0
95,S95,A Appendix A.1 Instructions A.1.1 Web Search Please write a passage to answer the question Question:,0,0,0.3570098763484146,0,0.7789473684210526,0.8205128205128206,0.309254164279972,0
96,S96,Improving language models by retrieving from trillions of tokens Algorithm 1: Overview of Retro mode,0,0,0.42255728633216255,0,0.78125,0.8205128205128206,0.2968857112369953,0
97,S97,function S(.) rather than exploiting the last-token representation for relevance scoring. score(.) i,0,0,0.41866431966494677,0,0.7835051546391752,0.8205128205128206,0.2747875549560686,0
98,S98,January 2025 Figure 3. Overall Performance in Mitigating Hallucinations on HaluBenchsmall 4.3. Resul,0,0,0.3671551311181616,0,0.7857142857142857,0.8205128205128206,0.2690619821988525,0
99,S99,173 176 173 172 ArguAna 176 179 173 182 BioASQ 206 228 244 234 Climate-Fever 57 60 62 62 DBPedia-ent,0,0,0.360114960913502,0,0.7878787878787878,0.8205128205128206,0.258121851377027,0
100,S100,Published in Transactions on Machine Learning Research (08/2022) Table 1: Unsupervised recall@k on t,0,0,0.38894042719949523,0,0.79,0.8205128205128206,0.23956887870518936,0
